Sample,Match1,count1,perc1,Match2,count2,perc2,Match3,count3,perc3,Match4,count4,perc4
flua,Alphainfluenzavirus_influenzae,328576,319.51,Homo_sapiens,913,0.89,Citrobacter_koseri,544,0.53,Clostridium_cadaveris,27,0.03
