#Classification	sample1_perc
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|x__Staphylococcus_intermedius_group	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|x__Staphylococcus_intermedius_group|s__Staphylococcus_pseudintermedius	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Erysipelotrichia	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota|c__Ktedonobacteria	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter|s__Ktedonosporobacter_rubrisoli	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Actinomycetota	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Actinomycetota|c__Actinomycetes	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|x__Cyanobacteriota/Melainabacteria_group	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|x__Cyanobacteriota/Melainabacteria_group|p__Cyanobacteriota	0.0
x__cellular_organisms|x__Bacteria|k__Bacillati|x__Cyanobacteriota/Melainabacteria_group|p__Cyanobacteriota|c__Cyanophyceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati	0.01
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_symbiotica	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_proteamaculans	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|x__Klebsiella/Raoultella_group	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|x__Klebsiella/Raoultella_group|g__Klebsiella	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|x__Klebsiella/Raoultella_group|g__Klebsiella|x__Klebsiella_pneumoniae_complex	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|x__Klebsiella/Raoultella_group|g__Klebsiella|x__Klebsiella_pneumoniae_complex|s__Klebsiella_pneumoniae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_yamanorum	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Aquipseudomonas	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Aquipseudomonas|s__Aquipseudomonas_alcaligenes	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|x__unclassified_Gilliamella	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|x__unclassified_Gilliamella|s__Gilliamella_sp._B3022	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|x__Vibrio_harveyi_group	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|x__Vibrio_harveyi_group|s__Vibrio_parahaemolyticus	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Ahrensiaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Ahrensiaceae|g__Roseitalea	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Ahrensiaceae|g__Roseitalea|s__Roseitalea_porphyridii	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pseudalgibacter	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pseudalgibacter|s__Pseudalgibacter_alginicilyticus	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|x__Flavobacteriales_incertae_sedis	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|x__Flavobacteriales_incertae_sedis|g__Candidatus_Karelsulcia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|x__Flavobacteriales_incertae_sedis|g__Candidatus_Karelsulcia|s__Candidatus_Karelsulcia_muelleri	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Elizabethkingia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Elizabethkingia|s__Elizabethkingia_bruuniana	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|x__unclassified_Algoriphagus	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|x__unclassified_Algoriphagus|s__Algoriphagus_sp._NBT04N3	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae|g__Sphaerochaeta	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina|x__Persephonella_marina_EX-H1	0.0
x__cellular_organisms|x__Bacteria|k__Fusobacteriati	0.0
x__cellular_organisms|x__Bacteria|k__Fusobacteriati|p__Fusobacteriota	0.0
x__cellular_organisms|x__Bacteria|k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia	0.0
x__cellular_organisms|x__Bacteria|k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales	0.0
x__cellular_organisms|x__Bacteria|k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota|c__Thermotogae	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Thermotogales	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	0.0
x__cellular_organisms|x__Bacteria|k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|x__unclassified_Thermosipho_(in:_thermotogales)	0.0
x__cellular_organisms|x__Eukaryota	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini|x__Hominoidea	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini|x__Hominoidea|f__Hominidae	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini|x__Hominoidea|f__Hominidae|x__Homininae	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini|x__Hominoidea|f__Hominidae|x__Homininae|g__Homo	0.0
x__cellular_organisms|x__Eukaryota|x__Opisthokonta|k__Metazoa|x__Eumetazoa|x__Bilateria|x__Deuterostomia|p__Chordata|x__Craniata|x__Vertebrata|x__Gnathostomata|x__Teleostomi|x__Euteleostomi|x__Sarcopterygii|x__Dipnotetrapodomorpha|x__Tetrapoda|x__Amniota|c__Mammalia|x__Theria|x__Eutheria|x__Boreoeutheria|x__Euarchontoglires|o__Primates|x__Haplorrhini|x__Simiiformes|x__Catarrhini|x__Hominoidea|f__Hominidae|x__Homininae|g__Homo|s__Homo_sapiens	0.0
