Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
flua_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00033083005260197833)	(9.0, 0.0006616601052039567)	(10.0, 0.0006616601052039567)	(11.0, 0.0006616601052039567)	(12.0, 0.0013233202104079133)	(13.0, 0.0019849803156118703)	(14.0, 0.0023158103682138485)	(15.0, 0.003639130578621762)	(16.0, 0.003308300526019784)	(17.0, 0.0019849803156118703)	(18.0, 0.003969960631223741)	(19.0, 0.007939921262447481)	(20.0, 0.009594071525457373)	(21.0, 0.012902372051477158)	(22.0, 0.02481225394514838)	(23.0, 0.034075495418003775)	(24.0, 0.05127865815330665)	(25.0, 0.07443676183544513)	(26.0, 0.11512885830548847)	(27.0, 0.15846759519634765)	(28.0, 0.18030237866807822)	(29.0, 0.2097462533496543)	(30.0, 0.2683031726602044)	(31.0, 0.3639130578621762)	(32.0, 0.4687861845370033)	(33.0, 0.642802792205644)	(34.0, 0.9746253349654282)	(35.0, 1.2796506434644523)	(36.0, 1.621067257749694)	(37.0, 2.181824196910047)	(38.0, 2.9265226453171005)	(39.0, 3.958712409435273)	(40.0, 5.17550534290535)	(41.0, 6.699639395242664)	(42.0, 8.111622059747907)	(43.0, 8.245608231051708)	(44.0, 7.635888444106263)	(45.0, 7.436067092334668)	(46.0, 7.146590796307936)	(47.0, 6.308267443014523)	(48.0, 5.020676878287624)	(49.0, 3.955734938961855)	(50.0, 3.704634929036954)	(51.0, 3.1829159360836337)	(52.0, 2.3621265755781256)	(53.0, 1.8582724054653124)	(54.0, 1.5281040129685382)	(55.0, 1.373937208456016)	(56.0, 1.360704006351937)	(57.0, 1.0113474708042478)	(58.0, 0.5022000198498032)	(59.0, 0.34836404538988325)	(60.0, 0.3430707645482516)	(61.0, 0.33943163396962983)	(62.0, 0.2335660171369967)	(63.0, 0.14556522314487047)	(64.0, 0.09991067588579748)	(65.0, 0.06815099083600755)	(66.0, 0.05028616799550071)	(67.0, 0.03837628610182949)	(68.0, 0.030105534786780033)	(69.0, 0.01819565289310881)	(70.0, 0.01389486220928309)	(71.0, 0.017203162735302875)	(72.0, 0.01819565289310881)	(73.0, 0.012571541998875177)	(74.0, 0.005624110894233632)	(75.0, 0.004300790683825719)	(76.0, 0.0029774704734178052)	(77.0, 0.0009924901578059352)	(78.0, 0.00033083005260197833)	(79.0, 0.0006616601052039567)	(80.0, 0.0009924901578059352)	(81.0, 0.00033083005260197833)	(82.0, 0.0)	(83.0, 0.00033083005260197833)	(84.0, 0.00033083005260197833)	(85.0, 0.0)	(86.0, 0.00033083005260197833)	(87.0, 0.00033083005260197833)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
flua_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0003308902602451897)	(9.0, 0.0006617805204903794)	(10.0, 0.0006617805204903794)	(11.0, 0.000992670780735569)	(12.0, 0.0006617805204903794)	(13.0, 0.0003308902602451897)	(14.0, 0.001985341561471138)	(15.0, 0.003308902602451897)	(16.0, 0.0026471220819615175)	(17.0, 0.004632463643432656)	(18.0, 0.006948695465148984)	(19.0, 0.006286914944658604)	(20.0, 0.009926707807355691)	(21.0, 0.013897390930297968)	(22.0, 0.02183875717618252)	(23.0, 0.032096355243783396)	(24.0, 0.05029531955726883)	(25.0, 0.07246496699369655)	(26.0, 0.11051734692189336)	(27.0, 0.15518753205499394)	(28.0, 0.18331320417583508)	(29.0, 0.2084608639544695)	(30.0, 0.25478550038879605)	(31.0, 0.3378389557103387)	(32.0, 0.45695944939860694)	(33.0, 0.6227354697814469)	(34.0, 0.9235147163443245)	(35.0, 1.2070876693744519)	(36.0, 1.5766920900683288)	(37.0, 2.225567890409146)	(38.0, 2.93995996227851)	(39.0, 3.9283291696308917)	(40.0, 5.211521598861737)	(41.0, 6.641629303641447)	(42.0, 7.930446867296462)	(43.0, 8.063795642175272)	(44.0, 7.647866585047069)	(45.0, 7.595255033668084)	(46.0, 7.1492149628575685)	(47.0, 6.288238505699585)	(48.0, 5.100011581159109)	(49.0, 4.114289495888689)	(50.0, 3.839981470145426)	(51.0, 3.20136326787221)	(52.0, 2.352960640603544)	(53.0, 1.850669225551346)	(54.0, 1.531360124414738)	(55.0, 1.369223896894595)	(56.0, 1.3248846020217395)	(57.0, 1.0035901593236605)	(58.0, 0.5237992819681353)	(59.0, 0.36133216418774716)	(60.0, 0.3484274440381847)	(61.0, 0.347103882997204)	(62.0, 0.2514765977863442)	(63.0, 0.15651109309597472)	(64.0, 0.10125241963502803)	(65.0, 0.06816339361050908)	(66.0, 0.05062620981751401)	(67.0, 0.04665552669457174)	(68.0, 0.03275813576427378)	(69.0, 0.017868074053240243)	(70.0, 0.015220951971278726)	(71.0, 0.018529854573730624)	(72.0, 0.016875403272504672)	(73.0, 0.009264927286865312)	(74.0, 0.005956024684413414)	(75.0, 0.004632463643432656)	(76.0, 0.003308902602451897)	(77.0, 0.0016544513012259484)	(78.0, 0.0006617805204903794)	(79.0, 0.0006617805204903794)	(80.0, 0.0013235610409807587)	(81.0, 0.0006617805204903794)	(82.0, 0.0006617805204903794)	(83.0, 0.0006617805204903794)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0003308902602451897)	(97.0, 0.0003308902602451897)	(98.0, 0.0)	(99.0, 0.0003308902602451897)	(100.0, 0.035736148106480486)
flub_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.00047229070437435647)	(16.0, 0.00047229070437435647)	(17.0, 0.00047229070437435647)	(18.0, 0.0014168721131230695)	(19.0, 0.0037783256349948518)	(20.0, 0.008501232678738417)	(21.0, 0.015585593244353766)	(22.0, 0.024086825923092182)	(23.0, 0.031171186488707533)	(24.0, 0.04581219832431258)	(25.0, 0.08454003608300982)	(26.0, 0.24984178261403459)	(27.0, 0.47937506493997184)	(28.0, 0.5459680542567561)	(29.0, 0.46095572746937197)	(30.0, 0.49354378607120253)	(31.0, 0.8803498729538004)	(32.0, 1.782897409013196)	(33.0, 2.808240528209924)	(34.0, 3.2871433024455214)	(35.0, 3.6059395278982116)	(36.0, 4.186384803574296)	(37.0, 5.285405272653423)	(38.0, 6.480300754720545)	(39.0, 7.392294104867428)	(40.0, 7.594906817044027)	(41.0, 7.492419734194791)	(42.0, 7.356400011334976)	(43.0, 6.680079722670898)	(44.0, 5.872462618190749)	(45.0, 5.10829625851304)	(46.0, 4.9481897097301335)	(47.0, 4.333739503339095)	(48.0, 3.2649456393399263)	(49.0, 2.5059744774103354)	(50.0, 1.862714538052462)	(51.0, 1.379088856773121)	(52.0, 0.9866152814380308)	(53.0, 0.7575542898164678)	(54.0, 0.5289655888992792)	(55.0, 0.3145456091133214)	(56.0, 0.19788980513285537)	(57.0, 0.17852588625350677)	(58.0, 0.1879717003409939)	(59.0, 0.14735469976479923)	(60.0, 0.05289655888992793)	(61.0, 0.02030850028809733)	(62.0, 0.011807267609358914)	(63.0, 0.012751849018107626)	(64.0, 0.00944581408748713)	(65.0, 0.006612069861240992)	(66.0, 0.005195197748117921)	(67.0, 0.003306034930620496)	(68.0, 0.0042506163393692085)	(69.0, 0.0023614535218717827)	(70.0, 0.0014168721131230695)	(71.0, 0.0023614535218717827)	(72.0, 0.0023614535218717827)	(73.0, 0.0009445814087487129)	(74.0, 0.0014168721131230695)	(75.0, 0.0023614535218717827)	(76.0, 0.0009445814087487129)	(77.0, 0.00047229070437435647)	(78.0, 0.0009445814087487129)	(79.0, 0.0009445814087487129)	(80.0, 0.0009445814087487129)	(81.0, 0.0009445814087487129)	(82.0, 0.0009445814087487129)	(83.0, 0.00047229070437435647)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
flub_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.00047248038025221004)	(17.0, 0.0023624019012610502)	(18.0, 0.00283488228151326)	(19.0, 0.0047248038025221005)	(20.0, 0.00850464684453978)	(21.0, 0.013229450647061882)	(22.0, 0.021734097491601663)	(23.0, 0.03165618547689807)	(24.0, 0.04488563612395995)	(25.0, 0.08173910578363235)	(26.0, 0.2395475527878705)	(27.0, 0.4564160473236349)	(28.0, 0.537682672727015)	(29.0, 0.47767766443498433)	(30.0, 0.5079164087711258)	(31.0, 0.8400701160884294)	(32.0, 1.7028192904289647)	(33.0, 2.8041710567968665)	(34.0, 3.3324041219188376)	(35.0, 3.579038880410491)	(36.0, 4.268387755198465)	(37.0, 5.376354246889898)	(38.0, 6.361003359335504)	(39.0, 7.396680352848348)	(40.0, 7.751040638037505)	(41.0, 7.496846193461816)	(42.0, 7.4080198819744005)	(43.0, 6.807497318673843)	(44.0, 5.8171784416652095)	(45.0, 5.10515050862513)	(46.0, 4.9728560021545105)	(47.0, 4.261773029874934)	(48.0, 3.207669301532254)	(49.0, 2.481939437464859)	(50.0, 1.803930091802938)	(51.0, 1.3413717995360241)	(52.0, 1.016777778302756)	(53.0, 0.7465190007984919)	(54.0, 0.5093338499118824)	(55.0, 0.2967176787983879)	(56.0, 0.19040959324164064)	(57.0, 0.19135455400214504)	(58.0, 0.18946463248113624)	(59.0, 0.13087706532986218)	(60.0, 0.03968835194118564)	(61.0, 0.01700929368907956)	(62.0, 0.010867048745800831)	(63.0, 0.00803216646428757)	(64.0, 0.00850464684453978)	(65.0, 0.009449607605044201)	(66.0, 0.006614725323530941)	(67.0, 0.00566976456302652)	(68.0, 0.006614725323530941)	(69.0, 0.006614725323530941)	(70.0, 0.0047248038025221005)	(71.0, 0.0018899215210088402)	(72.0, 0.0018899215210088402)	(73.0, 0.0018899215210088402)	(74.0, 0.00141744114075663)	(75.0, 0.00141744114075663)	(76.0, 0.0009449607605044201)	(77.0, 0.0009449607605044201)	(78.0, 0.0009449607605044201)	(79.0, 0.00047248038025221004)	(80.0, 0.0009449607605044201)	(81.0, 0.0009449607605044201)	(82.0, 0.00047248038025221004)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.00047248038025221004)	(88.0, 0.00047248038025221004)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.04205075384244669)
measle_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 8.965120302949346e-05)	(18.0, 0.00017930240605898692)	(19.0, 0.00017930240605898692)	(20.0, 8.965120302949346e-05)	(21.0, 8.965120302949346e-05)	(22.0, 8.965120302949346e-05)	(23.0, 8.965120302949346e-05)	(24.0, 8.965120302949346e-05)	(25.0, 0.00017930240605898692)	(26.0, 0.00017930240605898692)	(27.0, 8.965120302949346e-05)	(28.0, 8.965120302949346e-05)	(29.0, 0.00017930240605898692)	(30.0, 0.0004482560151474672)	(31.0, 0.0006275584212064542)	(32.0, 0.0007172096242359477)	(33.0, 0.0008965120302949344)	(34.0, 0.0009861632333244279)	(35.0, 0.0013447680454424019)	(36.0, 0.002510233684825817)	(37.0, 0.0034067457151207513)	(38.0, 0.004303257745415685)	(39.0, 0.006185933009035048)	(40.0, 0.007978957069624917)	(41.0, 0.01667512376348578)	(42.0, 0.025909197675523608)	(43.0, 0.039267226926918135)	(44.0, 0.06947968234785742)	(45.0, 0.13169761725032586)	(46.0, 0.21821102817378707)	(47.0, 0.3261510766212972)	(48.0, 0.3587841145240328)	(49.0, 0.41849181574167543)	(50.0, 0.5689265344251655)	(51.0, 0.6477299418880902)	(52.0, 0.7033136877663761)	(53.0, 0.9915423055061976)	(54.0, 1.1931678611195282)	(55.0, 1.3810767826693466)	(56.0, 1.924004468215959)	(57.0, 2.228728907313207)	(58.0, 2.562231382582923)	(59.0, 3.1571567658866413)	(60.0, 3.531360887331747)	(61.0, 4.000415981582057)	(62.0, 4.554819021116444)	(63.0, 5.154675220586785)	(64.0, 5.861395654068282)	(65.0, 6.3960754289361805)	(66.0, 6.884853787852979)	(67.0, 6.807126194826409)	(68.0, 6.337443542154893)	(69.0, 5.930964987619169)	(70.0, 5.599076234003984)	(71.0, 5.100884498769089)	(72.0, 4.081102064308602)	(73.0, 3.2121129533437207)	(74.0, 2.73615471646014)	(75.0, 2.2095435498648954)	(76.0, 1.563337678428307)	(77.0, 1.1538109829895808)	(78.0, 0.8303494424591683)	(79.0, 0.4680689310169853)	(80.0, 0.25927127916129505)	(81.0, 0.14864169462290014)	(82.0, 0.0835549212234879)	(83.0, 0.048321998432896966)	(84.0, 0.02671605850278905)	(85.0, 0.013089075642306044)	(86.0, 0.006634189024182516)	(87.0, 0.003586048121179738)	(88.0, 0.0020619776696783497)	(89.0, 0.0006275584212064542)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 8.965120302949346e-05)	(99.0, 0.00017930240605898692)	(100.0, 8.965120302949346e-05)
measle_2	(0.0, 0.7227666631785671)	(1.0, 0.36138333158928354)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 8.111859294933414e-05)	(8.0, 0.00024335577884800243)	(9.0, 0.00016223718589866828)	(10.0, 0.0)	(11.0, 0.00016223718589866828)	(12.0, 0.00016223718589866828)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.00016223718589866828)	(16.0, 0.00024335577884800243)	(17.0, 0.00016223718589866828)	(18.0, 0.00016223718589866828)	(19.0, 0.00032447437179733657)	(20.0, 0.00040559296474667066)	(21.0, 0.00024335577884800243)	(22.0, 8.111859294933414e-05)	(23.0, 0.00016223718589866828)	(24.0, 0.0005678301506453389)	(25.0, 0.0005678301506453389)	(26.0, 0.00048671155769600485)	(27.0, 0.00048671155769600485)	(28.0, 0.0005678301506453389)	(29.0, 0.0009734231153920097)	(30.0, 0.0016223718589866826)	(31.0, 0.0023524391955306897)	(32.0, 0.004218166833365376)	(33.0, 0.007949622109034746)	(34.0, 0.011032128641109444)	(35.0, 0.01135660301290678)	(36.0, 0.011762195977653449)	(37.0, 0.012411144721248123)	(38.0, 0.013222330650741463)	(39.0, 0.01646707436871483)	(40.0, 0.018738394971296188)	(41.0, 0.02758032160277361)	(42.0, 0.03950475476632572)	(43.0, 0.053213796974763194)	(44.0, 0.0833899135519155)	(45.0, 0.1442288582639161)	(46.0, 0.2278621275946796)	(47.0, 0.3447540200346701)	(48.0, 0.38742239992601984)	(49.0, 0.4407984340866817)	(50.0, 0.5838105134563578)	(51.0, 0.6641990390691479)	(52.0, 0.7337176732267273)	(53.0, 1.016983799805802)	(54.0, 1.237464135442092)	(55.0, 1.4190886650556516)	(56.0, 1.9247008549088511)	(57.0, 2.2398465885170142)	(58.0, 2.5368217573045264)	(59.0, 3.129960908950058)	(60.0, 3.5316601812351607)	(61.0, 3.9402545339209567)	(62.0, 4.455114243370381)	(63.0, 5.017915041252861)	(64.0, 5.680004996905326)	(65.0, 6.200948600825949)	(66.0, 6.642395983656225)	(67.0, 6.543755774629835)	(68.0, 6.128590815915143)	(69.0, 5.813120607935183)	(70.0, 5.500570669301399)	(71.0, 4.993660581961009)	(72.0, 4.009529812299688)	(73.0, 3.1761173883382288)	(74.0, 2.747243387415099)	(75.0, 2.2467416689177075)	(76.0, 1.5918712680377332)	(77.0, 1.1909020630891745)	(78.0, 0.8803800892791234)	(79.0, 0.5119394401032478)	(80.0, 0.29227029039645086)	(81.0, 0.17602734670005507)	(82.0, 0.10610311957772904)	(83.0, 0.059135454260064585)	(84.0, 0.033501978888075)	(85.0, 0.019468462307840193)	(86.0, 0.010707654269312106)	(87.0, 0.0068950804006934025)	(88.0, 0.006002775878250727)	(89.0, 0.003569218089770702)	(90.0, 0.0015412532660373486)	(91.0, 0.0019468462307840194)	(92.0, 0.0025957949743786925)	(93.0, 0.0022713206025813558)	(94.0, 0.0014601346730880144)	(95.0, 0.0009734231153920097)	(96.0, 0.001216778894240012)	(97.0, 0.0015412532660373486)	(98.0, 0.0018657276378346852)	(99.0, 0.0033258623109226997)	(100.0, 0.027823677381621607)
sample1_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0002302916413345861)	(6.0, 0.0004605832826691722)	(7.0, 0.0004605832826691722)	(8.0, 0.0006908749240037583)	(9.0, 0.002072624772011275)	(10.0, 0.003108937158016913)	(11.0, 0.004030103723355257)	(12.0, 0.006217874316033826)	(13.0, 0.006333020136701117)	(14.0, 0.0082904990880451)	(15.0, 0.011399436246062013)	(16.0, 0.018999060410103356)	(17.0, 0.0332771421728477)	(18.0, 0.048706682142264965)	(19.0, 0.07657197074374988)	(20.0, 0.11053998784060134)	(21.0, 0.1541802538735054)	(22.0, 0.23155824536192632)	(23.0, 0.34635862856721755)	(24.0, 0.4769339892039278)	(25.0, 0.6383684297794727)	(26.0, 0.8577212181506659)	(27.0, 1.1045938576613423)	(28.0, 1.4273475929917647)	(29.0, 1.7577009524862286)	(30.0, 2.116034746402845)	(31.0, 2.5765028832513495)	(32.0, 3.0385830615891964)	(33.0, 3.559042171005361)	(34.0, 4.084452550710219)	(35.0, 4.608711472208404)	(36.0, 5.152314891578695)	(37.0, 5.66724700160283)	(38.0, 6.093747121354483)	(39.0, 6.339813740120488)	(40.0, 6.425136793234952)	(41.0, 6.380229923174709)	(42.0, 6.145217303192763)	(43.0, 5.679337312772895)	(44.0, 5.0557075480388365)	(45.0, 4.335585585585585)	(46.0, 3.626863059378397)	(47.0, 2.949575342213379)	(48.0, 2.3057950588625435)	(49.0, 1.7573555150242268)	(50.0, 1.3455940603179868)	(51.0, 1.0188102212642092)	(52.0, 0.7315213986993128)	(53.0, 0.5142412351001308)	(54.0, 0.35407339855192616)	(55.0, 0.25320565964737746)	(56.0, 0.18665137530168205)	(57.0, 0.122975736472669)	(58.0, 0.07519022089574237)	(59.0, 0.05193076512094917)	(60.0, 0.039379870668214224)	(61.0, 0.028556163525488676)	(62.0, 0.022223143388787562)	(63.0, 0.016120414893421028)	(64.0, 0.008520790729379687)	(65.0, 0.003914957902687964)	(66.0, 0.0013817498480075167)	(67.0, 0.0002302916413345861)	(68.0, 0.0)	(69.0, 0.0002302916413345861)	(70.0, 0.0002302916413345861)	(71.0, 0.00011514582066729306)	(72.0, 0.0002302916413345861)	(73.0, 0.00011514582066729306)	(74.0, 0.0)	(75.0, 0.00034543746200187917)	(76.0, 0.00034543746200187917)	(77.0, 0.0)	(78.0, 0.00011514582066729306)	(79.0, 0.00011514582066729306)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.00011514582066729306)	(89.0, 0.00011514582066729306)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample1_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.00011521215165605946)	(3.0, 0.00011521215165605946)	(4.0, 0.0003456364549681784)	(5.0, 0.00046084860662423785)	(6.0, 0.0003456364549681784)	(7.0, 0.0003456364549681784)	(8.0, 0.00011521215165605946)	(9.0, 0.0008064850615924163)	(10.0, 0.0026498794880893675)	(11.0, 0.0033411523980257244)	(12.0, 0.005991031886115093)	(13.0, 0.007258365554331747)	(14.0, 0.009101759980828699)	(15.0, 0.015208004018599848)	(16.0, 0.021314248056371003)	(17.0, 0.03513970625509814)	(18.0, 0.05449534773331613)	(19.0, 0.08260711273739464)	(20.0, 0.11797724329580489)	(21.0, 0.16256434598669992)	(22.0, 0.2365305473498901)	(23.0, 0.34782548584964357)	(24.0, 0.488153886566724)	(25.0, 0.6542898092547618)	(26.0, 0.8715799272780899)	(27.0, 1.1301159955942874)	(28.0, 1.44141922936896)	(29.0, 1.7579070099681553)	(30.0, 2.133498624366909)	(31.0, 2.617389661322359)	(32.0, 3.0768557221267243)	(33.0, 3.5970385868538326)	(34.0, 4.120677816130623)	(35.0, 4.596734426773461)	(36.0, 5.1638086372245855)	(37.0, 5.732034969192271)	(38.0, 6.095644519818794)	(39.0, 6.329986036287219)	(40.0, 6.456028130198948)	(41.0, 6.377568654921172)	(42.0, 6.078362697070385)	(43.0, 5.557373347281684)	(44.0, 4.940297063011831)	(45.0, 4.275407735804711)	(46.0, 3.5933517980008385)	(47.0, 2.9490854459401543)	(48.0, 2.2980215769317622)	(49.0, 1.7210391214382164)	(50.0, 1.3121511952108613)	(51.0, 0.9824140171712191)	(52.0, 0.7214584936702444)	(53.0, 0.5152287422058979)	(54.0, 0.3490928195178602)	(55.0, 0.2444801858141582)	(56.0, 0.18710453428944057)	(57.0, 0.1276550640349139)	(58.0, 0.07385098921153412)	(59.0, 0.05472577203662825)	(60.0, 0.03940255586637234)	(61.0, 0.02396412754446037)	(62.0, 0.020738187298090703)	(63.0, 0.01751224705172104)	(64.0, 0.00875612352586052)	(65.0, 0.0028803037914014867)	(66.0, 0.0017281822748408922)	(67.0, 0.0008064850615924163)	(68.0, 0.0009216972132484757)	(69.0, 0.0011521215165605945)	(70.0, 0.0010369093649045351)	(71.0, 0.0012673336682166541)	(72.0, 0.0013825458198727136)	(73.0, 0.0013825458198727136)	(74.0, 0.0016129701231848326)	(75.0, 0.0018433944264969514)	(76.0, 0.0014977579715287732)	(77.0, 0.0009216972132484757)	(78.0, 0.0014977579715287732)	(79.0, 0.0020738187298090702)	(80.0, 0.001958606578153011)	(81.0, 0.0017281822748408922)	(82.0, 0.00218903088146513)	(83.0, 0.002765091639745427)	(84.0, 0.0026498794880893675)	(85.0, 0.0025346673364333083)	(86.0, 0.00218903088146513)	(87.0, 0.0020738187298090702)	(88.0, 0.0020738187298090702)	(89.0, 0.0024194551847772487)	(90.0, 0.0029955159430575464)	(91.0, 0.002765091639745427)	(92.0, 0.002304243033121189)	(93.0, 0.002304243033121189)	(94.0, 0.0035715767013378436)	(95.0, 0.004032425307962081)	(96.0, 0.0057606075828029735)	(97.0, 0.008180062767580223)	(98.0, 0.009101759980828699)	(99.0, 0.012442912378854424)	(100.0, 0.0650948656856736)
sample2_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0004545371902329048)	(10.0, 0.0018181487609316193)	(11.0, 0.0022726859511645243)	(12.0, 0.0027272231413974293)	(13.0, 0.008181669424192288)	(14.0, 0.012272504136288432)	(15.0, 0.01409065289722005)	(16.0, 0.021363247940946527)	(17.0, 0.03499936364793367)	(18.0, 0.07908947110052544)	(19.0, 0.13590661987963856)	(20.0, 0.18045126452246324)	(21.0, 0.2595407356229887)	(22.0, 0.4118106943510118)	(23.0, 0.5890801985418447)	(24.0, 0.7877129506736241)	(25.0, 1.031799421828694)	(26.0, 1.2886129343102852)	(27.0, 1.589062017054235)	(28.0, 1.9145106452609952)	(29.0, 2.2331412156142614)	(30.0, 2.5585898438210215)	(31.0, 2.94176469518736)	(32.0, 3.310848893656479)	(33.0, 3.564935182996673)	(34.0, 3.797203687205687)	(35.0, 4.067653315394266)	(36.0, 4.418101489063835)	(37.0, 4.700369084198469)	(38.0, 4.833093943746477)	(39.0, 5.015363357029872)	(40.0, 5.351266340611989)	(41.0, 5.5694441919237825)	(42.0, 5.500354539008382)	(43.0, 5.318085125724987)	(44.0, 5.0299085471173255)	(45.0, 4.643551935419356)	(46.0, 4.1244704641733785)	(47.0, 3.5381174887729316)	(48.0, 2.936310248904565)	(49.0, 2.2995036453882656)	(50.0, 1.7681496700059998)	(51.0, 1.3031581243977381)	(52.0, 0.9168015126997692)	(53.0, 0.659533463027945)	(54.0, 0.4486282067598771)	(55.0, 0.2927219505099907)	(56.0, 0.17863311576153162)	(57.0, 0.10454355375356812)	(58.0, 0.0745440991981964)	(59.0, 0.042726495881893055)	(60.0, 0.02545408265304267)	(61.0, 0.02545408265304267)	(62.0, 0.019999636370247813)	(63.0, 0.011363429755822621)	(64.0, 0.004999909092561953)	(65.0, 0.0013636115706987147)	(66.0, 0.0009090743804658096)	(67.0, 0.0009090743804658096)	(68.0, 0.0004545371902329048)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0004545371902329048)	(97.0, 0.0009090743804658096)	(98.0, 0.0004545371902329048)	(99.0, 0.0)	(100.0, 0.0)
