sample,input_num_seqs,input_sum_len,input_min_len,input_avg_len,input_max_len,trim_num_seqs,trim_sum_len,trim_min_len,trim_avg_len,trim_max_len,trim_num_seqs_passed_pct,trim_sum_len_passed_pct,dehost_num_seqs,dehost_sum_len,dehost_min_len,dehost_avg_len,dehost_max_len,dehost_num_seqs_passed_pct,dehost_sum_len_passed_pct
sample1,868464,129401136,149,149.0,149,857490,126754888,50,147.8,149,98.74,97.96,857490,126754888,50,147.8,149,98.74,97.96
