Sample,Match1,count1,perc1,Match2,count2,perc2,Match3,count3,perc3,Match4,count4,perc4
sample2,Streptococcus_pneumoniae,82366,75.61,Streptococcus_mitis,356,0.32,Streptococcus_oralis,128,0.11,Streptococcus_gwangjuensis,87,0.08
