sample,input_num_seqs,input_sum_len,input_min_len,input_avg_len,input_max_len,trim_num_seqs,trim_sum_len,trim_min_len,trim_avg_len,trim_max_len,trim_num_seqs_passed_pct,trim_sum_len_passed_pct,dehost_num_seqs,dehost_sum_len,dehost_min_len,dehost_avg_len,dehost_max_len,dehost_num_seqs_passed_pct,dehost_sum_len_passed_pct
measle,1149354,155325777,35,135.1,151,1070164,147126968,50,137.5,151,93.11,94.72,1070108,147120353,50,137.5,151,93.11,94.72
