sample,input_num_seqs,input_sum_len,input_min_len,input_avg_len,input_max_len,trim_num_seqs,trim_sum_len,trim_min_len,trim_avg_len,trim_max_len,trim_num_seqs_passed_pct,trim_sum_len_passed_pct,dehost_num_seqs,dehost_sum_len,dehost_min_len,dehost_avg_len,dehost_max_len,dehost_num_seqs_passed_pct,dehost_sum_len_passed_pct
flub,212360,28781589,35,135.5,151,203444,27945873,50,137.4,151,95.8,97.1,200578,27564605,50,137.4,151,94.45,95.77
