#Classification	sample1_count	flub_count	flua_count	measle_count	sample2_count	sample1_perc	flub_perc	flua_perc	measle_perc	sample2_perc
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvibacter	0	0	0	327	0	0	0	0	0.06	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvibacter|s__Desulfocurvibacter_africanus	0	0	0	327	0	0	0	0	0.06	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvibacter|s__Desulfocurvibacter_africanus|x__Desulfocurvibacter_africanus_subsp._africanus	0	0	0	327	0	0	0	0	0.06	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvibacter|s__Desulfocurvibacter_africanus|x__Desulfocurvibacter_africanus_subsp._africanus|x__Desulfocurvibacter_africanus_subsp._africanus_str._Walvis_Bay	0	0	0	327	0	0	0	0	0.06	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota	0	0	0	1897	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia	0	0	0	5	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales	0	0	0	5	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Sorangiineae	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Sorangiineae|f__Pendulisporaceae	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Sorangiineae|f__Pendulisporaceae|g__Pendulispora	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Sorangiineae|f__Pendulisporaceae|g__Pendulispora|s__Pendulispora_albinea	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae	0	0	0	4	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Anaeromyxobacteraceae	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Anaeromyxobacteraceae|g__Anaeromyxobacter	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_oryzae	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_dehalogenans	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_dehalogenans|x__Anaeromyxobacter_dehalogenans_2CP-C	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Myxococcaceae	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Myxococcaceae|g__Myxococcus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|x__Cystobacterineae|f__Myxococcaceae|g__Myxococcus|s__Myxococcus_stipitatus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia	0	0	0	1885	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales	0	0	0	19	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Sandaracinaceae	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Sandaracinaceae|g__Sandaracinus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Sandaracinaceae|g__Sandaracinus|s__Sandaracinus_amylolyticus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Polyangiaceae	0	0	0	18	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Sorangium	0	0	0	18	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum	0	0	0	18	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum|x__Sorangium_cellulosum_So0157-2	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Nannocystales	0	0	0	1866	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Nannocystales|f__Nannocystaceae	0	0	0	1866	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Nannocystales|f__Nannocystaceae|g__Nannocystis	0	0	0	1866	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Myxococcota|x__Polyangia|o__Nannocystales|f__Nannocystaceae|g__Nannocystis|s__Nannocystis_punicea	0	0	0	1866	0	0	0	0	0.35	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina|x__Persephonella_marina_EX-H1	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota	2	0	0	13	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia	2	0	0	13	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales	2	0	0	13	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae	0	0	0	13	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema	0	0	0	13	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_socranskii	0	0	0	13	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_socranskii|x__Treponema_socranskii_subsp._buccale	0	0	0	13	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae	2	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae|g__Sphaerochaeta	2	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group	2	0	0	136	0	0.0	0	0	0.03	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota	2	0	0	136	0	0.0	0	0	0.03	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia	2	0	0	136	0	0.0	0	0	0.03	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	0	0	0	7	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	0	0	0	3	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Lacipirellula	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Lacipirellula|s__Lacipirellula_limnantheis	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Pirellulimonas	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Pirellulimonas|s__Pirellulimonas_nuda	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae	0	0	0	4	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Anatilimnocola	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Anatilimnocola|s__Anatilimnocola_aggregata	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Blastopirellula	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Blastopirellula|x__unclassified_Blastopirellula	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Blastopirellula|x__unclassified_Blastopirellula|s__Blastopirellula_sp._J2-11	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	0	0	0	11	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	0	0	0	11	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Limnoglobus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Limnoglobus|s__Limnoglobus_roseus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Urbifossiella	0	0	0	10	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Urbifossiella|s__Urbifossiella_limnaea	0	0	0	10	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	0	0	0	116	0	0	0	0	0.02	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae	0	0	0	116	0	0	0	0	0.02	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__Paludisphaera	0	0	0	113	0	0	0	0	0.02	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__Paludisphaera|s__Paludisphaera_borealis	0	0	0	113	0	0	0	0	0.02	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis	1	0	0	2	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis|g__Rohdeia	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis|g__Rohdeia|s__Rohdeia_mirabilis	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis|g__Saltatorellus	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__PVC_group|p__Planctomycetota|c__Planctomycetia|x__Planctomycetia_incertae_sedis|g__Saltatorellus|s__Saltatorellus_ferox	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group	6	0	3	113	4	0.0	0	0.0	0.02	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group	6	0	3	113	4	0.0	0	0.0	0.02	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota	6	0	3	113	3	0.0	0	0.0	0.02	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Chitinophagia	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_caeni	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|x__unclassified_Pedobacter	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|x__unclassified_Pedobacter|s__Pedobacter_sp._KBS0701	0	0	0	69	0	0	0	0	0.01	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia	0	0	2	12	0	0	0	0.0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	0	0	2	12	0	0	0	0.0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0	0	2	12	0	0	0	0.0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0	0	12	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Acetobacteroides	0	0	2	0	0	0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Acetobacteroides|x__environmental_samples	0	0	2	0	0	0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Acetobacteroides|x__environmental_samples|s__uncultured_Acetobacteroides_sp.	0	0	2	0	0	0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia	3	0	1	11	0	0.0	0	0.0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales	3	0	1	11	0	0.0	0	0.0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Spirosomataceae	0	0	0	9	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Spirosomataceae|g__Tellurirhabdus	0	0	0	9	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Spirosomataceae|g__Tellurirhabdus|s__Tellurirhabdus_rosea	0	0	0	9	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	1	0	0	2	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|x__unclassified_Hymenobacter	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|x__unclassified_Hymenobacter|s__Hymenobacter_sp._YIM_151500-1	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|x__unclassified_Hymenobacter|s__Hymenobacter_sp._PAMC_26628	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	1	0	1	0	0	0.0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola	0	0	1	0	0	0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_rosea	0	0	1	0	0	0	0	0.0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|x__unclassified_Algoriphagus	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|x__unclassified_Algoriphagus|s__Algoriphagus_sp._NBT04N3	1	0	0	0	0	0.0	0	0	0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia	3	0	0	20	3	0.0	0	0	0.0	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	3	0	0	20	3	0.0	0	0	0.0	0.0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	1	0	0	4	0	0.0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|x__Chryseobacterium_group	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|x__Chryseobacterium_group|g__Chryseobacterium	0	0	0	2	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|x__Chryseobacterium_group|g__Chryseobacterium|s__Chryseobacterium_paludis	0	0	0	1	0	0	0	0	0.0	0
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|x__FCB_group|x__Bacteroidota/Chlorobiota_group|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|x__Chryseobacterium_group|g__Chryseobacterium|s__Chryseobacterium_balustinum	0	0	0	1	0	0	0	0	0.0	0
