Sample,Match1,count1,perc1,Match2,count2,perc2,Match3,count3,perc3,Match4,count4,perc4
sample1,Streptococcus_pyogenes,350083,81.65,Streptococcus_dysgalactiae,908,0.21,Streptococcus_canis,198,0.05,Streptococcus_agalactiae,150,0.03
