Sample,Match1,count1,perc1,Match2,count2,perc2,Match3,count3,perc3,Match4,count4,perc4
measle,Methylorubrum_extorquens,23688,4.43,Methylobacterium_fujisawaense,14557,2.72,Methylorubrum_populi,13351,2.49,Delftia_acidovorans,7159,1.34
